Center,period,Product Rating (PR)
82 - Stark Fitness Studio,Q-2023-04-01,3.63
826 - Gold's Gym Moradabad,Q-2023-04-01,3.53
827 - Gold's Gym Sangli,Q-2023-04-01,3.6
828 - Gold's Gym Ashiana Nagar,Q-2023-04-01,3.5
829 - Gold's Gym Imphal,Q-2023-04-01,3.73
83 - Black Vigor (Gaur City),Q-2023-04-01,3.73
830 - Gold's Gym Bareilly,Q-2023-04-01,3.67
831 - Gold's Gym PCMC Akurdi (Defunct),Q-2023-04-01,3.5
832 - Gold's Gym Tumkur,Q-2023-04-01,3.57
833 - Gold's Gym Hesaraghatta Main Road,Q-2023-04-01,3.59
834 - 1Life Fitness,Q-2023-04-01,3.71
"835 - The Mohali Club (Sector 65, Mohali )",Q-2023-04-01,3
836 - LMNT Fitness Club,Q-2023-04-01,3.66
837 - Gold's Gym Greater Kailash,Q-2023-04-01,3.52
839 - F7 Fitness by Prasad Konda (Bolarum),Q-2023-04-01,3.68
84 - Black Vigor,Q-2023-04-01,3.74
841 - Gold's Gym Khanna,Q-2023-04-01,3.64
843 - Your Life Fitness Gym (Sector 61 Noida),Q-2023-04-01,3.71
847 - Raana's Fitness 365,Q-2023-04-01,3.91
848 - Nani's School of Fitness,Q-2023-04-01,3.54
849 - Oxygen Fitness Club,Q-2023-04-01,3.79
85 - F Square Fitness,Q-2023-04-01,3.68
850 - Gold's Gym Civil Lines,Q-2023-04-01,3.7
852 - Gold's Gym Roorkee,Q-2023-04-01,3.75
858 - Gold's Gym Muzaffarpur,Q-2023-04-01,3.42
859 - Gold's Gym Rourkela,Q-2023-04-01,3.37
860 - Gold's Gym Latur,Q-2023-04-01,4
862 - Cult Goregaon West,Q-2023-04-01,3.88
863 - Cult Borivali West,Q-2023-04-01,3.89
864 - Gold's Gym Mall Road,Q-2023-04-01,3.53
866 - HIIT360 Fitness Studio,Q-2023-04-01,3.79
867 - Sehat World (Sector -23),Q-2023-04-01,3.89
868 - Cult Gym Dharampeth,Q-2023-04-01,3.64
869 - Cult Gym Manikonda,Q-2023-04-01,3.63
"870 - Cult Gym Rajajinagar 12th Cross, Mahalaxmi Layout",Q-2023-04-01,3.67
871 - Cult Manikonda,Q-2023-04-01,3.87
"872 - Cult Rajajinagar 12th Cross, Mahalaxmi Layout",Q-2023-04-01,3.82
879 - Stallion Xtreme Fitness,Q-2023-04-01,3.72
88 - Stallion Fitness,Q-2023-04-01,3.63
882 - Sankey Lake,Q-2023-04-01,3.89
883 - Mahadevapura-2 Lake,Q-2023-04-01,3.94
884 - BHEL,Q-2023-04-01,3.96
89 - Meraki Fitness Studio,Q-2023-04-01,3.62
892 - Noida Stadium,Q-2023-04-01,3.96
893 - Conquest Fitness (Kukatpally),Q-2023-04-01,3.71
894 - Shivaji Park,Q-2023-04-01,4
895 - Tao Devi Lal Park,Q-2023-04-01,3.95
898 - Hennuru Lake,Q-2023-04-01,3.88
90 - SR FIT CUBE,Q-2023-04-01,3.91
902 - Stark Fitness Studio (Madhapur),Q-2023-04-01,3.78
903 - Muscle Maniac (ex.Stark Fitness Studio),Q-2023-04-01,3.46
907 - Next Level Fitness Era,Q-2023-04-01,3.7
908 - Cult Gym Harlur 1st Main,Q-2023-04-01,3.55
909 - KBR Park,Q-2023-04-01,3.89
911 - Stallion Xtreme Fitness,Q-2023-04-01,3.55
914 - B3 Wellness Studio (Horamavu),Q-2023-04-01,3.61
915 - Body Line Gym and Cardio,Q-2023-04-01,3.62
916 - Play On Fitness (Sarjapur),Q-2023-04-01,3.54
917 - Royal Fitness (MCECHS Layout),Q-2023-04-01,3.63
918 - Cult Gym Chattarpur,Q-2023-04-01,3.58
923 - Deer Park,Q-2023-04-01,3.86
929 - Cult Gym Kota,Q-2023-04-01,3.54
930 - Cult TFD Koramangala,Q-2023-04-01,3.7
931 - Cult Gym HSR 24th Main,Q-2023-04-01,3.52
933 - Team Core,Q-2023-04-01,3.8
934 - Kasavanahalli Lake,Q-2023-04-01,4
937 - Fitso Faridabad Manav Rachna,Q-2023-04-01,3.61
939 - Fitso Sector 43 EAS,Q-2023-04-01,3.7
94 - Fit Squad,Q-2023-04-01,3.57
"940 - Fitso Sector 51, Noida",Q-2023-04-01,3.69
"942 - Fitso Sector 70, Noida",Q-2023-04-01,3.7
944 - Fitso Palam Vihar Swiss Cottage,Q-2023-04-01,3.78
945 - Fitso Sector 51 JNS,Q-2023-04-01,3.67
946 - Fitso Madhapur Pearl,Q-2023-04-01,3.66
947 - Fitso Secunderabad Fit For Life,Q-2023-04-01,3.71
948 - Fitso Gachibowli Dolphin,Q-2023-04-01,3.65
949 - Fitso Dharam Colony Flying Feathers,Q-2023-04-01,3.5
95 - Fit Gym,Q-2023-04-01,3.59
"950 - Cult Sector 43 Ambience, Multi Sports",Q-2023-04-01,3.67
951 - Fitso Sector 48 Spuddy,Q-2023-04-01,3.72
952 - Fitso Dwarka DIS Edge,Q-2023-04-01,3.58
953 - Fitso Kondapur Playtime,Q-2023-04-01,3.6
954 - Fitso RK PURAM Swim Paradise,Q-2023-04-01,3.58
958 - Fitso JNS Synthetic Courts,Q-2023-04-01,3.79
96 - Motto Fitness,Q-2023-04-01,3.66
964 - Fitso Sector 55 Unicosmos,Q-2023-04-01,3.71
97 - Forth Fitness,Q-2023-04-01,3.53
973 - Fitso Whitefield Golden Fins,Q-2023-04-01,3.71
975 - Fitso Dwarka Shuttlers,Q-2023-04-01,3.57
976 - Fitso JP Nagar The Sports Club,Q-2023-04-01,3.82
977 - Fitso Panathur PK Sports 2,Q-2023-04-01,3.78
978 - Fitso Panathur PK Sports 1,Q-2023-04-01,3.62
979 - Fitso Koramangala PK Sports,Q-2023-04-01,3.78
980 - Fitso Bannerghatta Rd Fiton,Q-2023-04-01,3.71
985 - Fortress Sports Arena,Q-2023-04-01,3.66
988 - BaddyZone HSR,Q-2023-04-01,3.84
99 - Play On Fitness,Q-2023-04-01,3.61
994 - Venu and Murthy Badminton Academy,Q-2023-04-01,3.67
997 - Fitso SVIS Dwarka,Q-2023-04-01,3.66
998 - Game Inn,Q-2023-04-01,3.65
10 - Fuerza Koramangala,Q-2023-07-01,3.54
100 - Play On Fitness,Q-2023-07-01,3.55
1001 - Fitso Bellandur Game Theory,Q-2023-07-01,3.68
"1002 - Fitso Sector 21, Noida",Q-2023-07-01,3.52
1005 - Fitso BBPS Sector-14 Rohini,Q-2023-07-01,3.77
1007 - Fitso Olympus Sports Arena,Q-2023-07-01,3.74
1008 - Fitness Zone (Hafeezpet),Q-2023-07-01,3.77
101 - Play On Fitness,Q-2023-07-01,3.62
1012 - Fitness Freaks,Q-2023-07-01,3.69
1013 - GymX Prime (Whitefield),Q-2023-07-01,3.68
1014 - Cult Gym Marathahalli,Q-2023-07-01,3.64
1015 - Gold's Gym Sinhagad Road,Q-2023-07-01,3.64
1016 - Cloud 9 Fitness,Q-2023-07-01,3.59
1017 - F7 Fitness by Prasad Konda,Q-2023-07-01,3.8
1019 - Cult Gym Gachibowli,Q-2023-07-01,3.63
1020 - Gold's Gym Aundh,Q-2023-07-01,3.67
1021 - Gold's Gym Lower Parel,Q-2023-07-01,3.88
1023 - Cult Harlur 1st Main,Q-2023-07-01,3.85
1025 - Cult Kalyan Nagar 5th Block,Q-2023-07-01,3.9
1026 - Cult Gym Kalyan Nagar 5th Block,Q-2023-07-01,3.66
1027 - Cult Gym Janakpuri,Q-2023-07-01,3.68
103 - Mani's Core Fit,Q-2023-07-01,3.73
1030 - Cult Gym Siripuram,Q-2023-07-01,3.69
1032 - Cult Gym Panchkula Sector 9,Q-2023-07-01,3.7
1033 - Fitmax (Madhapur),Q-2023-07-01,3.63
1034 - Stark Fitness Studio (Bachupally),Q-2023-07-01,3.73
1035 - Glint Fitness Center,Q-2023-07-01,3.56
1036 - Stark Fitness Studio (Sainikpuri),Q-2023-07-01,3.67
1037 - Stark Fitness Studio,Q-2023-07-01,3.76
1038 - Cult Gym Uttarahalli,Q-2023-07-01,3.75
1039 - Cult Gym C Scheme,Q-2023-07-01,3.63
104 - Fitt Lounge,Q-2023-07-01,3.61
1040 - Muscle Junkie (Model Town),Q-2023-07-01,3.64
1041 - Fitso Hennur Agon Sports,Q-2023-07-01,3.58
1042 - Fitso Sector 116 Spuddy,Q-2023-07-01,3.54
1046 - Fitso Whitefield AH Sportstreet,Q-2023-07-01,3.63
1047 - Moments Fitness Hub 1.0,Q-2023-07-01,3.68
1048 - Gold's Gym (Vasai),Q-2023-07-01,3.82
1049 - Gympoint The Fitness Studio,Q-2023-07-01,3.64
105 - The Fitness Lab,Q-2023-07-01,3.6
1050 - Cult Gym Miyapur X Roads,Q-2023-07-01,3.69
1051 - Supergym Prime (Varthur),Q-2023-07-01,3.64
1052 - Cult Uttarahalli,Q-2023-07-01,3.86
1053 - Cult Miyapur X Roads,Q-2023-07-01,3.87
"1054 - Black Vigor (Sector 49, Noida)",Q-2023-07-01,3.65
1055 - Cult Gym Fraser Road,Q-2023-07-01,3.68
1056 - Cult Gym Mahanagar,Q-2023-07-01,3.55
1057 - Cult Mahanagar,Q-2023-07-01,3.83
1059 - G8 Fitness,Q-2023-07-01,3.72
106 - F7 Fitness Exclusive,Q-2023-07-01,3.61
1060 - Cult Fraser Road,Q-2023-07-01,3.91
1061 - Iron Sanctuary,Q-2023-07-01,3.63
"1062 - Cult Gym Universal Trade Tower, Sohna Rd",Q-2023-07-01,3.64
"1063 - Cult Universal Trade Tower, Sohna Rd",Q-2023-07-01,3.81
1064 - Cult Gym OIC Lower Parel,Q-2023-07-01,3.77
1065 - Cult OIC Lower Parel,Q-2023-07-01,3.85
1066 - Muscle Factory,Q-2023-07-01,3.78
1067 - Muscle Factory,Q-2023-07-01,3.81
1068 - Cult Gym Eros Sector 49,Q-2023-07-01,3.71
1069 - Cult Gym Himayatnagar Main(Hyderguda),Q-2023-07-01,3.62
107 - True Fit,Q-2023-07-01,3.54
1070 - Cult Gym Madhapur,Q-2023-07-01,3.65
1071 - Cult Gym Indiranagar 6th Main,Q-2023-07-01,3.6
1072 - Cult Gym AECS-Brookfield,Q-2023-07-01,3.51
1073 - Cult Himayatnagar Main,Q-2023-07-01,3.87
1074 - Cult Indiranagar 6th Main,Q-2023-07-01,3.76
1075 - Cult Kota,Q-2023-07-01,3.85
1076 - Cult Gym Mahadevpura,Q-2023-07-01,3.68
1077 - Cult Neo Gym Hoodi,Q-2023-07-01,3.63
1078 - Cult Gym Kundalahalli,Q-2023-07-01,3.57
1079 - GymPoint The Fitness Studio (Malakpet),Q-2023-07-01,3.67
1080 - Gold's Gym (Ulubari),Q-2023-07-01,3.82
1081 - Pran Fitness,Q-2023-07-01,3.72
1082 - Benefit Arena,Q-2023-07-01,3.77
1083 - Foundry Active (Kaggadasapura),Q-2023-07-01,3.64
1084 - Prince Fitness,Q-2023-07-01,3.76
1085 - Youmania,Q-2023-07-01,3.78
1086 - Youmania,Q-2023-07-01,3.72
1087 - Aarna Fitness (Konanakunte),Q-2023-07-01,3.67
1088 - Brad Fitness,Q-2023-07-01,3.59
1089 - Body Line Gym and Cardio,Q-2023-07-01,3.69
109 - Akhil Fitness World,Q-2023-07-01,3.7
1090 - Body Line Gym and Cardio,Q-2023-07-01,3.59
1091 - Oxy-Genz Fitness,Q-2023-07-01,3.62
1092 - Virtue Fitness,Q-2023-07-01,3.67
1093 - I Lift Fitness (East Of Kailash),Q-2023-07-01,3.55
1094 - Club Fit,Q-2023-07-01,3.62
1095 - Fitness Turf (Kompally),Q-2023-07-01,3.77
1096 - Cult C Scheme,Q-2023-07-01,3.62
1097 - Gold's Gym Jamshedpur,Q-2023-07-01,3.44
1098 - Cult Gym Akshaynagar,Q-2023-07-01,3.72
1099 - Cult Gym Habsiguda(Hybrid),Q-2023-07-01,3.67
11 - Fuerza HSR,Q-2023-07-01,3.67
110 - Fluid,Q-2023-07-01,3.77
1100 - Cult Gym Kondapur,Q-2023-07-01,3.64
1104 - Elite Fitness Club,Q-2023-07-01,3.76
1105 - MP Sports Arena,Q-2023-07-01,3.8
1106 - Fitso Silpa Park Badminton,Q-2023-07-01,3.71
1107 - Fitso Kondapur Playtime Sports,Q-2023-07-01,3.76
1108 - Cult Gym Varthur,Q-2023-07-01,3.74
1109 - Powerr Vibes Gym,Q-2023-07-01,3.83
111 - Fluid,Q-2023-07-01,3.63
1110 - Fitso Sector-15 Faridabad,Q-2023-07-01,3.64
1111 - Fitso Sheikh Sarai,Q-2023-07-01,3.67
"1113 - Fitso Sector 119, Noida",Q-2023-07-01,3.52
1114 - Fitso Brij Vihar,Q-2023-07-01,3.81
1115 - Cult AECS-Brookfield,Q-2023-07-01,3.81
1116 - Cult Gym Budigere Cross,Q-2023-07-01,3.69
1117 - Cult Budigere Cross,Q-2023-07-01,3.86
1118 - Cult Gym Sion,Q-2023-07-01,3.75
1119 - Cult Sion,Q-2023-07-01,3.9
112 - Fluid,Q-2023-07-01,3.75
1120 - Cult Gym Siliguri,Q-2023-07-01,3.67
1123 - Cult Varthur,Q-2023-07-01,3.84
1124 - Gold's Gym (Gomti Nagar),Q-2023-07-01,3.22
1125 - Cult Siliguri,Q-2023-07-01,3.96
1126 - Gold's Gym Banashankari,Q-2023-07-01,3.57
1127 - Gold's Gym NIBM,Q-2023-07-01,3.67
1128 - B3 Wellness Studio (JP Nagar),Q-2023-07-01,3.66
1129 - Fitness First Platinum Crest Mukta,Q-2023-07-01,3.86
113 - Fitness Ministry,Q-2023-07-01,3.75
1130 - Cult Gym Paschim Vihar - Rohtak Rd,Q-2023-07-01,3.72
1131 - Cult Paschim Vihar - Rohtak Rd,Q-2023-07-01,3.84
1132 - Revive Fitness,Q-2023-07-01,3.78
1133 - Step Up Fitness (Vile Parle East),Q-2023-07-01,3.79
1136 - Fit Gym Reloaded,Q-2023-07-01,3.61
1137 - IGNYT Gym (Paschim Vihar),Q-2023-07-01,3.65
1138 - Cult Gym Nallagandla - Huda,Q-2023-07-01,3.74
1139 - Cult Nallagandla - Huda,Q-2023-07-01,3.81
"114 - Cult Thane, Ghodbunder Road",Q-2023-07-01,3.88
1140 - Cult Gym Panathur,Q-2023-07-01,3.64
1141 - Cult Panathur,Q-2023-07-01,3.75
1144 - Cult Gym Bommanahalli,Q-2023-07-01,3.7
1145 - Cult Bommanahalli,Q-2023-07-01,3.82
1146 - Reveal Fitness,Q-2023-07-01,3.67
1147 - HRX Gym JP Nagar,Q-2023-07-01,3.66
1148 - HRX Gym AS Rao Nagar,Q-2023-07-01,3.61
1149 - Cult Gym Nagarbhavi,Q-2023-07-01,3.76
115 - Cult Indiranagar,Q-2023-07-01,3.84
1150 - Cult Nagarbhavi,Q-2023-07-01,3.82
1151 - Fitso DPSG Palam Vihar,Q-2023-07-01,3.54
1152 - Fitso Thubarahalli MKR Sports Arena,Q-2023-07-01,3.7
1153 - Modest Gainz,Q-2023-07-01,3.73
1154 - Vogue Health Club,Q-2023-07-01,3.82
1155 - Gold's Gym RR Nagar,Q-2023-07-01,3.58
1156 - Fitso E-City Nova Sports,Q-2023-07-01,3.73
1157 - Cult Gym Vyapar Kendra,Q-2023-07-01,3.63
1158 - Cult Vyapar Kendra,Q-2023-07-01,3.77
1159 - HRX Gym Kothapet,Q-2023-07-01,3.54
116 - Cult JP Nagar,Q-2023-07-01,3.88
1162 - Fitso Mahadevapura Play Plus,Q-2023-07-01,3.66
1163 - Fitso Ramamurthy Nagar Sport Fit,Q-2023-07-01,3.85
1166 - Iron Fist (Moosapet),Q-2023-07-01,3.75
1167 - Millennium Fitness Club (Banjara Hills),Q-2023-07-01,3.69
1168 - Iron House (Worli),Q-2023-07-01,3.84
1169 - Gold's Gym (Bandra),Q-2023-07-01,3.63
117 - Cult HSR 19th Main,Q-2023-07-01,3.84
1171 - Gold's Gym (Raj Nagar Extension),Q-2023-07-01,3.62
1176 - Cult Gym Kasavanahalli,Q-2023-07-01,3.61
1178 - Cult Gym Thanisandra,Q-2023-07-01,3.66
"1179 - Fitnest Prime, Prashant Vihar",Q-2023-07-01,3.63
118 - Cult Sarjapur,Q-2023-07-01,3.86
1180 - Cult Gym Gurgaon Sec-56,Q-2023-07-01,3.83
1182 - Burn And Build,Q-2023-07-01,3.66
1185 - Cult Thanisandra,Q-2023-07-01,3.92
1186 - Cult Kasavanahalli,Q-2023-07-01,3.7
1187 - Cult Gurgaon Sec-56,Q-2023-07-01,3.83
1188 - Fitso Karmanghat One All,Q-2023-07-01,3.74
1189 - Vogue Health Club (JP Nagar),Q-2023-07-01,3.69
119 - Cult Bellandur,Q-2023-07-01,3.82
1194 - New Supergym Prime (Hoodi),Q-2023-07-01,3.63
1195 - Speed Fitness (Bandlaguda),Q-2023-07-01,3.56
1196 - Raptor Fitness (Gachibowli),Q-2023-07-01,3.72
120 - Cult Koramangala 80ft Rd,Q-2023-07-01,3.85
1201 - Cult Gym Attapur,Q-2023-07-01,3.62
1203 - Cult Attapur,Q-2023-07-01,3.89
1207 - Elgis Fitness Gym,Q-2023-07-01,3.46
121 - Cult Tribe Indiranagar,Q-2023-07-01,3.85
123 - Cult Whitefield,Q-2023-07-01,3.84
125 - Cult Koramangala Bethany,Q-2023-07-01,
1270 - Raw Fitness,Q-2023-07-01,
"129 - Cult Whitefield, Shantiniketan",Q-2023-07-01,3.84
1310 - Moments Fitness Hub 4.0,Q-2023-07-01,3.68
1311 - The Royal Fitness Club,Q-2023-07-01,3.71
"1320 - Cult Gym Fitnest Prime, Vasant Kunj",Q-2023-07-01,3.43
"133 - Cult Baani, Sector 56",Q-2023-07-01,3.9
1332 - Pink Fitness - Ganapathy,Q-2023-07-01,
134 - Cult Mahadevapura,Q-2023-07-01,3.84
135 - Cult Malleshwaram,Q-2023-07-01,3.88
1375 - Kraken Fit Club,Q-2023-07-01,4
138 - Cult Jayanagar,Q-2023-07-01,3.84
139 - Cult Basaveshwar Nagar,Q-2023-07-01,3.92
140 - Cult Galleria,Q-2023-07-01,3.93
1415 - Dance Fitness Event - 22nd July,Q-2023-07-01,4
1424 - Shark Fitness (Secunderabad),Q-2023-07-01,3.37
143 - Cult RMV 2nd Stage (Deprecated),Q-2023-07-01,3.84
144 - Cult Electronic City,Q-2023-07-01,3.85
1461 - Drona The Fitness Gurukul (Chandra Layout),Q-2023-07-01,3.67
149 - Cult Hauz Khas,Q-2023-07-01,3.89
1497 - Cult Gym Kompally,Q-2023-07-01,3.86
1498 - Cult Gym Model Town,Q-2023-07-01,3.66
1499 - Cult Gym Dilsukhnagar,Q-2023-07-01,3.67
15 - GymX Marathahalli,Q-2023-07-01,3.49
1500 - Cult Gym Preet Vihar,Q-2023-07-01,3.83
1501 - Cult Gym Hoodi Main,Q-2023-07-01,3.83
"1502 - Cult Gym Whitefield, Shantiniketan",Q-2023-07-01,3.78
1503 - Cult Gym Koramangala 80 Ft Road,Q-2023-07-01,3.67
152 - Cult Banashankari,Q-2023-07-01,3.87
154 - Cult JP Nagar 7th Phase,Q-2023-07-01,3.86
1546 - Foundry Active (Kaggadasapura) - GX,Q-2023-07-01,3.9
155 - Cult Harlur (deprecated),Q-2023-07-01,3.89
156 - Cult Sahakar Nagar,Q-2023-07-01,3.88
1560 - The Core Fit Gym,Q-2023-07-01,3.29
157 - Cult Marathahalli,Q-2023-07-01,3.82
159 - Cult Yelahanka,Q-2023-07-01,3.91
160 - Cult Bannerghatta Main Rd,Q-2023-07-01,3.91
161 - Cult RR Nagar,Q-2023-07-01,3.86
162 - Cult Kannamangala,Q-2023-07-01,3.91
163 - Cult RT Nagar (deprecated),Q-2023-07-01,3.86
164 - Cult Punjabi Bagh,Q-2023-07-01,3.81
1661 - Cult South Extension,Q-2023-07-01,3.61
167 - Cult Banjara Hills,Q-2023-07-01,3.89
168 - Cult Kondapur,Q-2023-07-01,3.87
"1684 - Cult Fitnest Prime, Prashant Vihar",Q-2023-07-01,3.8
17 - 121 Premium Fitness Studio,Q-2023-07-01,4
170 - Cult Kukatpally,Q-2023-07-01,3.88
171 - Cult Vasant Kunj,Q-2023-07-01,3.87
172 - Cult Gachibowli,Q-2023-07-01,3.84
174 - Cult Rajouri Garden,Q-2023-07-01,3.9
18 - Fit 24,Q-2023-07-01,3.68
182 - Cult Basavanagudi,Q-2023-07-01,3.87
183 - Cult Chandra Layout Maruthi Nagar,Q-2023-07-01,3.89
184 - Cult Begumpet,Q-2023-07-01,3.87
191 - Cult Janakpuri,Q-2023-07-01,3.89
192 - Cult Patel Nagar,Q-2023-07-01,3.91
193 - Cult Kalyan Nagar,Q-2023-07-01,3.86
194 - Cult Botanical Garden Rd,Q-2023-07-01,3.88
20 - Moments Fitness Hub 2.0,Q-2023-07-01,3.7
200 - Cult Madinaguda,Q-2023-07-01,3.88
201 - Cult Pitampura,Q-2023-07-01,3.86
202 - Cult Whitefield Hopefarm,Q-2023-07-01,3.85
203 - Cult Frazer Town,Q-2023-07-01,3.85
207 - Cult Paschim Vihar,Q-2023-07-01,3.88
208 - Cult Model Town,Q-2023-07-01,3.8
21 - Zest Fitness,Q-2023-07-01,3.6
212 - Cult Sarjapur Doddakannalli,Q-2023-07-01,3.89
213 - Cult Rajajinagar,Q-2023-07-01,3.88
216 - Cult Eros Sector 49,Q-2023-07-01,3.88
219 - Cult Madhapur,Q-2023-07-01,3.88
22 - SPL Fitness,Q-2023-07-01,3.75
221 - Cult South Extension (deprecated),Q-2023-07-01,3.84
222 - Cult BKC,Q-2023-07-01,3.86
224 - Cult Hiranandani Gardens,Q-2023-07-01,3.92
226 - Cult Hennur (Deprecated),Q-2023-07-01,3.88
227 - Cult AS Rao Nagar,Q-2023-07-01,3.91
228 - Cult Himayatnagar,Q-2023-07-01,3.87
23 - Rush Fitness,Q-2023-07-01,3.64
230 - Cult Hoodi,Q-2023-07-01,3.83
231 - Cult Akshayanagar,Q-2023-07-01,3.86
232 - Cult Brigade Road,Q-2023-07-01,3.87
234 - Cult TFD Koramangala,Q-2023-07-01,3.85
235 - Cult Lajpat Nagar (earlier Ring Road),Q-2023-07-01,3.91
236 - Cult Preet Vihar,Q-2023-07-01,3.89
24 - Conquer Gym,Q-2023-07-01,3.61
242 - Cult Tardeo,Q-2023-07-01,3.9
243 - Cult Banaswadi,Q-2023-07-01,3.89
245 - Cult DLF Phase 1,Q-2023-07-01,3.88
247 - Cult LB Nagar,Q-2023-07-01,3.84
251 - Cult SG Palya (Near Forum Koramangala),Q-2023-07-01,3.9
260 - Cult Juhu,Q-2023-07-01,3.86
261 - Cult Malad,Q-2023-07-01,3.91
268 - Cult Velachery Chennai - Hybrid,Q-2023-07-01,3.92
270 - Cult Kalyani Nagar old,Q-2023-07-01,3.89
272 - Cult Nagavara - Manyata Tech Park,Q-2023-07-01,3.86
278 - Cult Malviya Nagar,Q-2023-07-01,3.57
282 - Cult Saket,Q-2023-07-01,3.87
283 - Cult Dwarka Sector 12,Q-2023-07-01,3.9
284 - Cult Sector 18 Noida (Deprecated),Q-2023-07-01,3.9
288 - Cult SR Nagar(Deprecated),Q-2023-07-01,3.9
289 - Cult Nizampet x Roads,Q-2023-07-01,3.89
290 - Cult Dilsukhnagar,Q-2023-07-01,3.8
291 - Cult Srinagar Colony,Q-2023-07-01,3.9
292 - Cult Powai-Raheja Vihar,Q-2023-07-01,3.92
293 - Cult Chembur (deprecated old center),Q-2023-07-01,3.9
294 - Cult Prabhadevi,Q-2023-07-01,3.84
295 - Cult Kandivali West,Q-2023-07-01,3.9
304 - Cult Nallagandla,Q-2023-07-01,3.89
305 - Cult Kompally,Q-2023-07-01,3.91
307 - Cult Marathahalli ORR,Q-2023-07-01,3.86
31 - The Monkey Fitness,Q-2023-07-01,3.66
315 - Cult HSR 24th Main,Q-2023-07-01,3.83
316 - Cult Magarpatta City,Q-2023-07-01,3.89
317 - Cult Tolichowki,Q-2023-07-01,3.89
318 - Cult Nagole,Q-2023-07-01,3.88
321 - Cult Habsiguda,Q-2023-07-01,3.9
33 - Supergym (Pai Layout),Q-2023-07-01,3.49
331 - Cult Wakad(deprecated),Q-2023-07-01,3.89
333 - Cult Vijayanagar (Mysore),Q-2023-07-01,3.89
337 - Cult Satellite,Q-2023-07-01,3.84
338 - Cult Sector 9 Panchkula,Q-2023-07-01,3.85
34 - Supergym (Thippasandra),Q-2023-07-01,3.58
346 - Cult Financial District,Q-2023-07-01,3.89
347 - Cult Kokapet (deprecated),Q-2023-07-01,3.91
349 - Cult Elamkulam,Q-2023-07-01,3.9
35 - Supergym (Vignan Nagar),Q-2023-07-01,3.38
36 - Shred Fitness,Q-2023-07-01,3.55
361 - Cult HSR 14th Main,Q-2023-07-01,3.84
"362 - Cult Kanakapura Road, Doddakallasandra",Q-2023-07-01,3.88
366 - Cult T N,Q-2023-07-01,3.91
369 - Cult Bahu Plaza,Q-2023-07-01,3.89
37 - Pledge Fitness,Q-2023-07-01,3.75
370 - Cult Lokhandwala old,Q-2023-07-01,3.9
371 - Cult Andheri East,Q-2023-07-01,3.92
379 - Cult Sector 104 Noida ( Deprecated ),Q-2023-07-01,3.89
384 - Cult Siripuram,Q-2023-07-01,3.84
385 - Cult Kharghar,Q-2023-07-01,3.93
386 - Cult Madhu Milan Square,Q-2023-07-01,3.77
39 - Chizel Fitness Studio,Q-2023-07-01,3.7
"391 - Cult MG Road, Mangalore",Q-2023-07-01,3.96
"393 - Cult Bandra, Linking Road",Q-2023-07-01,3.86
394 - Cult Race Course Rd,Q-2023-07-01,3.94
"396 - Cult Sushant Lok, Phase 1",Q-2023-07-01,3.89
42 - Platinum Fitness Club,Q-2023-07-01,3.46
43 - Yashmaxx 2.0,Q-2023-07-01,3.48
46 - Conquest Fitness,Q-2023-07-01,3.52
465 - Stallion Fitness (Kompally),Q-2023-07-01,3.73
"466 - Heeaatz Fitness (Sector 50, Gurgaon)",Q-2023-07-01,3.79
467 - Thew Fitness (DLF Phase 1),Q-2023-07-01,3.69
468 - Studio Velocity,Q-2023-07-01,3.67
469 - Fitness Culture (Sultanpur),Q-2023-07-01,3.17
47 - Millennium Fitness Club,Q-2023-07-01,3.7
470 - Fitmax,Q-2023-07-01,3.7
471 - Cult Gym Banashankari 2nd Stage,Q-2023-07-01,3.65
472 - Cult Circular Road,Q-2023-07-01,3.87
476 - Paradise Fitness Club,Q-2023-07-01,3.6
478 - An.Fit,Q-2023-07-01,3.59
479 - MH Fitness,Q-2023-07-01,3.76
482 - Balance Fitness Lounge,Q-2023-07-01,3.72
483 - Aim Fit,Q-2023-07-01,3.59
486 - Body Zone Gym and Fitness Center,Q-2023-07-01,3.69
487 - Team Core,Q-2023-07-01,3.7
488 - FitLifez Gym and Spa,Q-2023-07-01,3.61
49 - Drona The Fitness Gurukul,Q-2023-07-01,3.67
490 - Cult Gym Indiranagar,Q-2023-07-01,3.54
491 - Quad the Fitness Hub,Q-2023-07-01,3.75
492 - Cult Gym Richmond Road,Q-2023-07-01,3.64
493 - Cult Anna Nagar,Q-2023-07-01,3.91
494 - Cult Nungambakkam,Q-2023-07-01,3.9
50 - Fast Fit Gym,Q-2023-07-01,3.66
502 - High Fitness Club,Q-2023-07-01,3.62
508 - The Iron Pumpers Gym,Q-2023-07-01,3.59
513 - MultiFit (Indiranagar),Q-2023-07-01,3.73
514 - MultiFit (Hennur),Q-2023-07-01,3.61
515 - Fitness Element (Ex MultiFit Grand Tamanna),Q-2023-07-01,3.71
517 - MultiFit (Kalyan Nagar),Q-2023-07-01,3.72
519 - MultiFit (Pimple Saudagar),Q-2023-07-01,3.75
520 - MultiFit (SUFC),Q-2023-07-01,3.64
524 - Turbo Fitness (Bandra),Q-2023-07-01,3.67
526 - Ares Gym,Q-2023-07-01,3.71
53 - I Lift Fitness,Q-2023-07-01,3.66
530 - Cult Adyar,Q-2023-07-01,3.9
534 - Be Fit,Q-2023-07-01,3.61
